CREATE DATABASE IF NOT EXISTS dummyweatherdatadb;
USE dummyweatherdatadb;
DROP TABLE IF EXISTS weatherdata;
CREATE TABLE IF NOT EXISTS weatherdata (date DATE NOT NULL, time TIME NOT NULL, temperature FLOAT(24) NOT NULL);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190701', 000000, 19.570177154875864);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 134500, 24.234521156171855);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 140000, 24.38169659971947);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 141500, 24.260654804423183);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 143000, 24.03728505394158);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 144500, 24.18393134676939);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 150000, 24.209038207712997);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 151500, 24.578505000008587);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 153000, 24.66667578123244);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 154500, 24.234033785712786);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 160000, 24.417590403383368);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 161500, 24.226148383263755);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 163000, 24.510433310682675);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 164500, 24.176262770991972);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 170000, 24.157320469363906);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 171500, 24.376872557740157);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 173000, 24.03087337420824);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 174500, 24.119092114689835);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 180000, 23.85495082166981);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 181500, 23.99233913039263);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 183000, 24.040224050898814);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 184500, 24.03118212452317);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 190000, 23.487780784177428);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 191500, 23.668298444456813);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 193000, 23.491280203892394);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 194500, 23.550271329658298);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 200000, 23.180490170132853);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 201500, 23.01969853971765);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 203000, 22.98362988824112);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 204500, 22.94237782433722);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 210000, 22.71543162159232);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 211500, 22.63245504242848);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 213000, 22.510397666133525);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 214500, 22.366376252819947);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 220000, 22.251548172729592);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 221500, 22.114447817837032);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 223000, 21.960947233896917);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 224500, 21.972539571329555);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 230000, 21.752781519797363);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 231500, 21.572387230041056);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 233000, 21.50742836207659);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190807', 234500, 21.567377481056397);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 000000, 21.29240139971275);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 001500, 21.06543105451621);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 003000, 21.170675710302653);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 004500, 20.978717092826507);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 010000, 20.971843867096034);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 011500, 20.571071403289405);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 013000, 20.51199475824578);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 014500, 20.985395949465023);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 020000, 20.39771728570784);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 021500, 20.30878235831696);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 023000, 20.135745460866715);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 024500, 20.123440510796943);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 030000, 20.778786131032447);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 031500, 20.251428348414777);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 033000, 20.524560556687085);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 034500, 20.102961170769074);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 040000, 20.69309437866044);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 041500, 20.261338395324273);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 043000, 20.12848335265032);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 044500, 20.19081174886595);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 050000, 20.431739168789377);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 051500, 20.260447067085725);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 053000, 20.76974394575322);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 054500, 20.857320696311305);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 060000, 20.77835674025948);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 061500, 21.1275342222071);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 063000, 20.873372006618563);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 064500, 20.97164145453166);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 070000, 21.345206062071536);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 071500, 21.43322506448224);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 073000, 21.486736192132106);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 074500, 21.414007921442177);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 080000, 21.59663227888062);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 081500, 21.63045115729822);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 083000, 21.773665636035943);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 084500, 22.024125168659783);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 090000, 22.083447599669153);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 091500, 22.191103172750484);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 093000, 22.338388656975965);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 094500, 22.461503424805564);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 100000, 22.61970722416468);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 101500, 22.737790460085133);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 103000, 22.76454865000274);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 104500, 22.86733293945581);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 110000, 23.14459647674829);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 111500, 23.14466913536041);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 113000, 23.26959171384804);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 114500, 23.567831743302605);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 120000, 23.514295527146814);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 121500, 23.503879823227514);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 123000, 24.01328282251161);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 124500, 23.652759066854923);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 130000, 24.05453211624045);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 131500, 23.866196225607283);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 133000, 23.96370389277865);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 134500, 24.093441475163683);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 140000, 24.339444917118957);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 141500, 24.41389336769443);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 143000, 24.626529754086178);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 144500, 24.583445526193145);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 150000, 24.63822779048966);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 151500, 24.502531905534195);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 153000, 24.66292870198513);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 154500, 24.5956976535924);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 160000, 24.446104797614595);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 161500, 24.19079210694292);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 163000, 24.370721344359502);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 164500, 24.081311331169076);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 170000, 23.943851193177863);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 171500, 23.91886025778228);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 173000, 24.364764773336905);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 174500, 23.929923711182763);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 180000, 23.97926348427536);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 181500, 23.871183781223206);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 183000, 23.576935704431413);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 184500, 23.849522020620466);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 190000, 23.856184799606428);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 191500, 23.741565156616122);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 193000, 23.27949041774506);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 194500, 23.19261155939237);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 200000, 23.049376260365914);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 201500, 23.088483753268488);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 203000, 22.895892163059337);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 204500, 22.74352083314508);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 210000, 22.699016368597118);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 211500, 22.530185968794463);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 213000, 22.406467820932807);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 214500, 22.26689465735708);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 220000, 22.1620491078136);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 221500, 22.056345160387455);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 223000, 21.817542393354923);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 224500, 21.832152200825522);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 230000, 21.582661673727827);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 231500, 21.5987148166454);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 233000, 21.37178261964884);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190808', 234500, 21.404291472745477);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190809', 000000, 21.06008237293227);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190809', 001500, 21.049257552022414);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190809', 003000, 20.85520185624694);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190809', 004500, 20.963251782896723);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190809', 010000, 20.61403306271896);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190809', 011500, 20.31336877829334);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190809', 013000, 20.791244852596726);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190809', 014500, 20.460928466194623);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190809', 020000, 20.109196055621453);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190809', 021500, 20.598493900898017);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190809', 023000, 20.072627212237194);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190809', 024500, 19.991266513103177);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190809', 030000, 20.512708712875536);
